id,position,label,description,start_date,replaces,replaced_by,end_date,of,constituency,term,election,party
Q1603712,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1603850,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1603865,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1603882,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1603928,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1603987,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1604013,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1604029,Q18130478,Member of the Landtag of Saarland,"","",,,,,,,,
Q1604029,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1604064,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1604129,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1604179,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1604190,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1604190,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1604322,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1604326,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1604379,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1604393,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1604393,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1604431,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1604431,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1604449,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1604449,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1604788,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1605046,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q1605046,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1605554,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1608045,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q1608045,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q1608129,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1608409,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q1608409,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1608434,Q18327349,Member of the Landtag of Mecklenburg-Vorpommern,"","",,,,,,,,
Q1608434,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1608441,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1608441,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1608441,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1608658,Q17521638,Member of the Landtag of Lower Saxony,"","",,,,,,,,
Q1608658,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1608658,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1608792,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1608926,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q1608926,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q160902,Q17521638,Member of the Landtag of Lower Saxony,"",1990,,,2005,,,,,
Q160902,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q160902,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q160902,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q160902,Q248352,Bundesminister,cabinet office in the government of Germany,2005-11-22,Jürgen Trittin,Norbert Röttgen,2009-10-28,,,,,
Q160902,Q248352,Bundesminister,cabinet office in the government of Germany,2013-12-17,Philipp Rösler,Brigitte Zypries,2017-01-26,,,,,
Q160902,Q504272,Vice-Chancellor of Germany,position,2013-12-17,Philipp Rösler,,,,,,,
Q160902,Q568605,Minister for Foreign Affairs (Federal Republic of Germany),minister in the Federal Republic of Germany,2017-01-27,Frank-Walter Steinmeier,,,,,,,
Q160902,Q824624,Prime Minister of Lower Saxony,Wikimedia list article,1999-12-15,Gerhard Glogowski,Christian Wulff,2003-03-04,,,,,
Q1609192,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1609242,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1609242,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1609323,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1609872,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1609872,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1609894,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,Cologne II,,,
Q1610434,Q18130478,Member of the Landtag of Saarland,"","",,,,,,15. legislative term of the Landtag of the Saarland,,
Q1610434,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1610487,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1610588,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1610791,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1610791,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1610791,Q813390,,volunteering,1981,"",Otto Regenspurger,1982,,,,,
Q1610801,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1610841,Q18130496,Member of the Landtag of Schleswig-Holstein,"","",,,,,,,,
Q1610841,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1610841,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1610849,Q17521638,Member of the Landtag of Lower Saxony,"","",,,,,,,,
Q1610849,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1610849,Q514725,Landrat,public official,"",,,,,,,,
Q1610903,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1610903,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1610955,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1611057,Q17481175,Member of the Landtag of Baden-Württemberg,"","",,,,,,,,
Q1611057,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1611131,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1611332,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1611342,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1611342,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1611461,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1611461,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1611678,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1611682,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1611825,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1611828,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1611828,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1611872,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1611872,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1611886,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1611886,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1612284,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1612324,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1612371,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1612408,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1612445,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1612445,Q514725,Landrat,public official,"",,,,,,,,
Q1612575,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1612575,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1612575,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1612701,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1612710,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1612710,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1612712,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1612807,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1612842,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1612926,Q18130478,Member of the Landtag of Saarland,"","",,,,,,,,
Q1612926,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1612927,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1612948,Q17481175,Member of the Landtag of Baden-Württemberg,"","",,,,,,,,
Q1612948,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1612948,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1613092,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1613586,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q1613586,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1613586,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1613811,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q1613811,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1614612,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1614855,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1617898,Q19360355,Member of the Hamburg Parliament,"","",,,,,,,,
Q1617898,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1618299,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1618318,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q16213981,Q18130478,Member of the Landtag of Saarland,"","",,,,,,,,
Q16213981,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1623023,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1623097,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1623097,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1623388,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1624554,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q1624554,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1624588,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1626222,Q18618563,Member of Landtag of Rhineland-Palatinate,"","",,,,,,,,
Q1626222,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1627202,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1627202,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1629344,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1629367,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1629367,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1629374,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1629380,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1629400,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1629420,Q17521638,Member of the Landtag of Lower Saxony,"","",,,,,,,,
Q1629420,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1629503,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1629503,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1629591,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q1629591,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1629685,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1629685,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1629777,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1629777,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1629785,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1629891,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1629910,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1629921,Q19360355,Member of the Hamburg Parliament,"","",,,,,,,,
Q1629921,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1629942,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1629942,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1629961,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1630036,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1630036,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1630036,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1630036,Q813384,,"",1988-09-28,"",Jochen Welt,1998,,,,,
Q1631485,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1631485,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1632102,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1632608,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1632653,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1633114,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1633114,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1633120,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1633120,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1633223,Q1939555,member of the German Bundestag,deputy of the German parliament,1991-02-01,Bernhard Worms,,1994-11-10,,,,,
Q1633223,Q1939555,member of the German Bundestag,deputy of the German parliament,1994-11-10,,,1998-10-26,,,,,
Q1633223,Q1939555,member of the German Bundestag,deputy of the German parliament,1998-10-26,,,2002-10-17,,,,,
Q1633223,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q1633223,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q1633223,Q1939555,member of the German Bundestag,deputy of the German parliament,2012-08-16,Jürgen Herrmann,,2013-10-22,,,,,
Q1633223,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q1633223,Q813390,,volunteering,2010,Karin Evers-Meyer,Verena Bentele,2013,,,,,
Q1633233,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1633233,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1633252,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1633281,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1633464,Q18130478,Member of the Landtag of Saarland,"","",,,,,,15. legislative term of the Landtag of the Saarland,,
Q1633464,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1633599,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1634888,Q18618563,Member of Landtag of Rhineland-Palatinate,"","",,,,,,,,
Q1634888,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1634936,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1634947,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1635060,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q1635060,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1635060,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1635112,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1635436,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1635569,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1635648,Q19360355,Member of the Hamburg Parliament,"","",,,,,,,,
Q1635648,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1636521,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q1636521,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1637379,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1638766,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1638766,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1638766,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1638766,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1638868,Q18130478,Member of the Landtag of Saarland,"","",,,,,,,,
Q1638868,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1638868,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1640347,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1641086,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q1641086,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q1641086,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q1641086,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q1642012,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1642012,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1642039,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1642039,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q16433,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1643314,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1643352,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1643352,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1643532,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1643532,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1643565,Q17521638,Member of the Landtag of Lower Saxony,"","",,,,,,,,
Q1643565,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1647066,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1647859,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1648091,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1648387,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1648540,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q1648540,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q1648876,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1649275,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1649307,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1649475,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q1649475,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1649652,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q1649652,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1651151,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q1651151,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1651406,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1651437,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1652660,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1655901,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1658609,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q1658609,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1659107,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1659107,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1659113,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1659209,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1660084,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1660528,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1660634,Q18618563,Member of Landtag of Rhineland-Palatinate,"","",,,,,,,,
Q1660634,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1660815,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1661616,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q1661616,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q1661616,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q1662598,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1662598,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1662822,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1662835,Q17521638,Member of the Landtag of Lower Saxony,"","",,,,,,,,
Q1662835,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1662895,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1662899,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1662916,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1662937,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q1662937,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1663111,Q19360355,Member of the Hamburg Parliament,"","",,,,,,,,
Q1663111,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1663123,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q1663123,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q1663222,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1663222,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1663263,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1663292,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1663296,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q1663296,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1663310,Q1939555,member of the German Bundestag,deputy of the German parliament,1998-10-26,,,2002-10-17,,,,,
Q1663310,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q1663310,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q1663310,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q1663310,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q1663331,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q1663331,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1663334,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1663356,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1663364,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1663384,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1663384,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1663425,Q17481175,Member of the Landtag of Baden-Württemberg,"","",,,,,,,,
Q1663425,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1665285,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1665611,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1666900,Q18618563,Member of Landtag of Rhineland-Palatinate,"","",,,,,,,,
Q1666900,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1666900,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1666914,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1666914,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1666914,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1667198,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1667583,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1668724,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1670247,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1670247,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1671024,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1671024,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1672727,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1672733,Q1939555,member of the German Bundestag,deputy of the German parliament,1990-12-20,,,1994-11-10,,,,,
Q1672733,Q1939555,member of the German Bundestag,deputy of the German parliament,1994-11-10,,,1998-10-26,,,,,
Q1672733,Q1939555,member of the German Bundestag,deputy of the German parliament,1998-10-26,,,2002-10-17,,,,,
Q1672733,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q1672733,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q1672733,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q1672733,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q1672733,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1672743,Q18130496,Member of the Landtag of Schleswig-Holstein,"","",,,,,,,,
Q1672743,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1672743,Q514725,Landrat,public official,"",,,,,,,,
Q1672959,Q19360355,Member of the Hamburg Parliament,"","",,,,,,,,
