id,position,label,description,start_date,replaces,replaced_by,end_date,of,constituency,term,election,party
Q1358680,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1358730,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1358787,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1358787,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1358880,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1358947,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1359052,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1359098,Q17521638,Member of the Landtag of Lower Saxony,"","",,,,,,,,
Q1359098,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1359138,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1359138,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1359397,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1359397,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1359456,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1359533,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1359533,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1359569,Q17441472,member of the Bürgerschaft of Bremen,"","",,,,,,,,
Q1359569,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1359569,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1359705,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1359710,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q1359710,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1359739,Q19360355,Member of the Hamburg Parliament,"","",,,,,,,,
Q1359739,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1359952,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1359963,Q17850767,member of the Reichstag of the Weimar Republic,German legislator between 1919 and 1933,"",,,,,,,,
Q1359963,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1359963,Q514725,Landrat,public official,"",,,,,,,,
Q1360035,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q1360035,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1360170,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1360258,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1360336,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1360336,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1360352,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1360352,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1360501,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1360564,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1360652,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1360698,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1360747,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1360788,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1361318,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1361318,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1361327,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1361623,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1362297,Q19360355,Member of the Hamburg Parliament,"","",,,,,,,,
Q1362297,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1362917,Q17481175,Member of the Landtag of Baden-Württemberg,"","",,,,,,,,
Q1362917,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1362931,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1363041,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1363054,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1363060,Q17481175,Member of the Landtag of Baden-Württemberg,"","",,,,,,,,
Q1363060,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1363176,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1363176,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1363210,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1363227,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1363394,Q18618563,Member of Landtag of Rhineland-Palatinate,"","",,,,,,,,
Q1363394,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1363410,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1363410,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1363491,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1363491,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1363587,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1363587,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1363587,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1364037,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q13641202,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q13641202,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1364456,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1364456,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1364626,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1364971,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1364997,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1364997,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1364997,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1366127,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1366360,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1367191,Q18130478,Member of the Landtag of Saarland,"","",,,,,,,,
Q1367191,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1368497,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1368686,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1369441,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1370119,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1370762,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1371483,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1372487,Q17481175,Member of the Landtag of Baden-Württemberg,"","",,,,,,,,
Q1372487,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1372521,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1372613,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1372713,Q17481175,Member of the Landtag of Baden-Württemberg,"","",,,,,,,,
Q1372713,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1372713,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1372751,Q17481175,Member of the Landtag of Baden-Württemberg,"","",,,,,,,,
Q1372751,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1372966,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1373032,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1373882,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1373882,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1375048,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1375048,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1377063,Q17521638,Member of the Landtag of Lower Saxony,"","",,,,,,,,
Q1377063,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1377625,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1377853,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1378241,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1378241,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1378589,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1378589,Q813391,,"",2004,"",Wolfgang Zöller,2009,,,,,
Q1379060,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1379180,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1379228,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-01-12,Ditmar Staffelt,,2009-10-27,,,,,
Q1379228,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q1379228,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,Berlin Mitte,,,
Q1379394,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1379423,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1379561,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1379561,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1381645,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1381763,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1381936,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1381987,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1381987,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1381987,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1381987,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1382213,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1382213,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1382851,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1382851,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1382932,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1383164,Q1939555,member of the German Bundestag,deputy of the German parliament,1994-11-10,,,1998-10-26,,,,,
Q1383164,Q1939555,member of the German Bundestag,deputy of the German parliament,1998-10-26,,,2002-10-17,,,,,
Q1383164,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q1383164,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q1383164,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q1383164,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q1383610,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1383708,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q1383708,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1383764,Q18556824,member of the Landtag of Brandenburg,"","",,,,,,,,
Q1383764,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1384228,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1385907,Q17481175,Member of the Landtag of Baden-Württemberg,"","",,,,,,,,
Q1385907,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1388536,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1388845,Q17850767,member of the Reichstag of the Weimar Republic,German legislator between 1919 and 1933,"",,,,,,,,
Q1388845,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1390450,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1392347,Q17441472,member of the Bürgerschaft of Bremen,"","",,,,,,,,
Q1392347,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1393207,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1393584,Q17481175,Member of the Landtag of Baden-Württemberg,"","",,,,,,,,
Q1393584,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1394531,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
