name,gender,faction,image,area,term,source,id,name__jp,name__jp_hiragana,faction__jp,area__jp,name__ja,name__ja_hira
YASUOKA Okiharu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/443.jpg/%24File/443.jpg,Kagoshima 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/443.html,,,,自民,鹿児島1,保岡 興治君,やすおか おきはる
YOKOMICHI Takahiro,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/460.jpg/%24File/460.jpg,Hokkaido 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/460.html,,,,民進,北海道1,横路 孝弘君,よこみち たかひろ
YOKOYAMA Hiroyuki,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/461.jpg/%24File/461.jpg,Shikoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/461.html,,,,民進,（比）四国,横山 博幸君,よこやま ひろゆき
YOSHIDA Nobuhiro,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/465.jpg/%24File/465.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/465.html,,,,公明,（比）九州,吉田 宣弘君,よしだ のぶひろ
YOSHIDA Toyofumi,male,JIP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/464.jpg/%24File/464.jpg,Hokuriku-Shinetsu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/464.html,,,,維新,（比）北陸信越,吉田 豊史君,よしだ とよふみ
YOSHIIE Hiroyuki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/468.jpg/%24File/468.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/468.html,,,,自民,（比）南関東,義家 弘介君,よしいえ ひろゆき
YOSHIKAWA Hajime,male,SDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/463.jpg/%24File/463.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/463.html,,,,社民,（比）九州,吉川 元君,よしかわ はじめ
YOSHIKAWA Takamori,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/462.jpg/%24File/462.jpg,Hokkaido 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/462.html,,,,自民,北海道2,吉川 貴盛君,よしかわ たかもり
YOSHINO Masayoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/466.jpg/%24File/466.jpg,Fukushima 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/466.html,,,,自民,福島5,吉野 正芳君,よしの まさよし
YUNOKI Michiyoshi,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/459.jpg/%24File/459.jpg,Chugoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/459.html,,,,民進,（比）中国,柚木 道義君,ゆのき みちよし
